scorer,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000,DeepCut_resnet50_dlc_webcam_analysisAug5shuffle1_150000
bodyparts,elbow,elbow,elbow,wrist,wrist,wrist,hand,hand,hand
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
63,398.7438979148865,322.87218046188354,0.6645803451538086,327.31182408332825,233.0942521095276,1.0,311.913631439209,212.16138553619385,1.0
64,398.4539246559143,319.82560634613037,0.9033048152923584,320.378262758255,238.87541484832764,1.0,302.80207920074463,224.3811912536621,1.0
65,398.5009768009186,319.6638307571411,0.9472137093544006,312.6298773288727,248.1297926902771,0.9999996423721313,292.7760616540909,232.4868369102478,1.0
66,398.7084002494812,319.7996301651001,0.9321510791778564,312.77273178100586,248.2793254852295,0.9999995827674866,292.84428679943085,232.64250373840332,1.0
67,397.8919036388397,321.0209312438965,0.7445958852767944,310.2643954753876,250.53402876853943,0.9999997615814209,290.2344275712967,237.31052887439728,1.0
68,398.0346782207489,322.0238198041916,0.882804811000824,310.2946877479553,250.79389762878418,0.9999998807907104,290.8892111778259,237.5032583475113,1.0
69,397.7156504392624,322.82909202575684,0.9804079532623291,310.89790773391724,249.89629554748535,0.9999998807907104,292.1100830808282,236.79190611839294,1.0
70,397.90651285648346,323.3092359304428,0.9740878343582153,312.4539201259613,247.55354189872742,0.9999991655349731,292.8912690281868,234.93310272693634,1.0
71,396.6587337255478,322.872212767601,0.9887386560440063,317.27570950984955,242.7048511505127,1.0,296.79966592788696,228.59346860647202,1.0
72,399.34263586997986,328.0923295021057,0.82017982006073,328.1603841781616,234.5342240333557,1.0,312.79328298568726,214.05696988105774,1.0
73,400.4987163543701,331.83992752432823,0.8017857074737549,336.8024845123291,228.97584170103073,1.0,321.70479679107666,207.50662350654602,1.0
74,399.9324929714203,337.2201499938965,0.10552752017974854,345.9453184604645,225.0801968574524,1.0,331.40599048137665,203.3579716682434,1.0
75,397.2779184579849,340.8521355986595,0.2154640555381775,356.04109784960747,221.76379239559174,1.0,343.2957136631012,198.78460049629211,1.0
76,397.45870423316956,348.49772638082504,0.9620640277862549,366.6210584640503,217.37656164169312,1.0,356.94885218143463,195.9448380470276,1.0
77,397.53042006492615,348.22412902116776,0.9794331192970276,366.72477078437805,217.24518871307373,1.0,356.90458488464355,195.4500494003296,1.0
78,395.4929842352867,348.0133418869227,0.9328519105911255,379.45508474111557,217.31945848464966,1.0,375.7093856334686,195.24245715141296,1.0
79,392.31140518188477,347.2476361989975,0.9689702987670898,392.05017280578613,220.12910325825214,1.0,391.9091796875,196.683103621006,1.0
80,390.6507480144501,349.44772040843964,0.6976158022880554,404.18326799571514,220.7030907869339,1.0,409.61107444763184,199.3135643005371,1.0
81,389.8859739303589,350.9251940250397,0.07030406594276428,417.7315812110901,223.10437774658203,1.0,426.4641184806824,202.45784521102905,1.0
82,398.70725083351135,363.6243280172348,0.024637967348098755,428.2986454963684,225.62783575057983,1.0,443.0696442127228,209.8740153312683,1.0
83,398.09327578544617,365.57688343524933,0.1421525478363037,441.9444179534912,230.5887589454651,1.0,456.95137310028076,215.26280617713928,1.0
84,397.9765932559967,366.30661153793335,0.02199399471282959,456.594162940979,241.62465810775757,1.0,475.40517270565033,228.1113624572754,1.0
85,397.0757930278778,364.65319764614105,0.10979446768760681,460.2811699807644,242.22085571289062,1.0,479.2269423007965,228.92737358808517,1.0
86,398.5474157333374,366.46603298187256,0.060325294733047485,460.36810675263405,241.7039954662323,1.0,479.2466764450073,228.69765561819077,1.0
87,397.20029270648956,364.505016207695,0.05870667099952698,457.8799526691437,240.3933117389679,1.0,475.552713572979,227.4654722213745,1.0
88,398.74187898635864,365.6548099517822,0.04875648021697998,458.06627464294434,240.11689639091492,1.0,475.8164880722761,227.1492886543274,1.0
89,397.592790722847,364.9220730662346,0.05812111496925354,450.7289949655533,235.76575765013695,1.0,469.2087597846985,222.91886711120605,1.0
90,398.3401463031769,363.0291197896004,0.05555257201194763,442.7348487377167,232.04254055023193,0.9999999403953552,459.59737491607666,216.08836841583252,1.0
91,396.74216109514236,354.7172923088074,0.02086949348449707,429.79654932022095,224.3342125415802,1.0,445.02529644966125,209.083411693573,1.0
92,392.66033363342285,350.2616353034973,0.20285791158676147,416.60856676101685,221.5349943637848,1.0,430.62590742111206,202.03308534622192,1.0
93,394.31398725509644,348.8286353945732,0.9846751689910889,404.0991003289819,218.52746033668518,1.0,414.33485412597656,197.5134493112564,1.0
94,394.75268518924713,349.05886030197144,0.9979435205459595,392.6792469024658,217.9391450881958,0.9999951124191284,396.6713237762451,197.03234207630157,1.0
95,397.58560836315155,348.75933265686035,0.9893421530723572,381.2935520410538,218.07477056980133,0.9999990463256836,379.84937213361263,196.2540922164917,1.0
96,397.9909563064575,347.13368850946426,0.9782248735427856,357.11849987506866,226.56365251541138,1.0,347.05503845214844,199.23252940177917,1.0
97,397.56123864650726,345.61046075820923,0.34930235147476196,345.56137704849243,228.53844237327576,1.0,332.2581834793091,200.88174200057983,1.0
98,397.62311339378357,345.6357190608978,0.32134726643562317,345.6177544593811,228.4872354567051,1.0,331.9375777244568,200.63108491897583,1.0
99,397.62859296798706,336.7171742916107,0.10442712903022766,330.6588339805603,232.86420965194702,1.0,319.12417483329773,208.84207487106323,1.0
100,399.83779549598694,334.57217502593994,0.3942757546901703,319.1226477622986,241.13799571990967,1.0,305.3957860469818,219.66870403289795,1.0
101,398.17697978019714,332.2408195734024,0.6807770729064941,307.6421481370926,253.3474212884903,1.0,287.1406662464142,235.2124167084694,1.0
102,395.7896702736616,332.2179829329252,0.6601295471191406,305.63564682006836,261.02258110046387,1.0,279.177362203598,249.02037525177002,1.0
103,397.7403829097748,336.5529673099518,0.413392573595047,299.3608403801918,269.8664228916168,0.9999997019767761,274.49696159362793,259.78283193707466,1.0
104,400.1733751296997,340.7187056541443,0.2244763970375061,295.33507084846497,278.12864542007446,1.0,272.10505199432373,267.6914384365082,1.0
105,399.49019742012024,345.3782274723053,0.6531268358230591,294.17114424705505,284.86221104860306,0.9999997615814209,270.63615465164185,276.3818124830723,1.0
106,399.96656107902527,350.0964117050171,0.37843066453933716,293.1227561235428,290.5566931962967,0.9999997615814209,270.27732515335083,280.85560369491577,1.0
107,397.86055421829224,350.7408046722412,0.975773274898529,290.43232810497284,293.77623176574707,1.0,269.43235087394714,284.96686112880707,1.0
108,393.70872592926025,352.3078691959381,0.9903724789619446,283.31243109703064,295.1645669937134,0.9999999403953552,264.23977541923523,287.55586433410645,1.0
109,393.5276188850403,352.3010473251343,0.9884185791015625,283.3188951611519,295.2114279270172,0.9999998211860657,264.2891917228699,286.99939584732056,1.0
110,396.862178504467,353.59456992149353,0.9396665096282959,283.32719963788986,296.63217639923096,0.999998927116394,262.3701469898224,289.08893394470215,1.0
111,397.94868648052216,354.04694080352783,0.7450782656669617,283.51366207003593,297.3116536140442,0.9999964237213135,262.4424080848694,290.0601863861084,1.0
112,397.66169834136963,354.65646600723267,0.7329696416854858,284.23861430585384,299.3719209432602,0.9999892115592957,261.93471574783325,291.1955580711365,1.0
113,396.90010541677475,355.2901195883751,0.9728015661239624,283.32645082473755,301.0175139904022,0.9999973773956299,261.5732464790344,292.3466863632202,1.0
114,396.9751049876213,356.1168692111969,0.9332243800163269,284.36106395721436,303.1983313560486,0.9999997019767761,261.51045405864716,293.23471081256866,1.0
115,399.2979872226715,359.1425693035126,0.506157398223877,283.91984509676695,305.6282367706299,0.9999999403953552,261.49883210659027,296.37720489501953,1.0
116,398.53049063682556,361.4939467906952,0.15832605957984924,282.7055243253708,311.433810710907,0.9999998807907104,259.73830884695053,302.8664925098419,1.0
117,398.65325832366943,367.41231656074524,0.3092568516731262,280.96293663978577,318.8748953342438,0.9999960660934448,255.9544906616211,310.98122811317444,1.0
118,274.9925870895386,334.05066180229187,0.11269930005073547,278.8058443069458,329.9961836338043,0.9997565746307373,252.69623583555222,323.8957030326128,0.9999908208847046
119,402.62015867233276,379.98942581098527,0.3056384325027466,276.1747985333204,342.9603488445282,0.9997650980949402,249.11461544036865,338.4621117115021,0.9999990463256836
120,271.1009819507599,363.58542931079865,0.9650577902793884,266.26463186740875,357.86908066272736,0.41120487451553345,244.91201907396317,355.4064629673958,0.999998927116394
121,268.5445100069046,381.7369718551636,0.9925164580345154,229.68997621536255,368.6038188934326,0.008130878210067749,244.0955295264721,374.13330602645874,0.9999885559082031
122,250.15745675563812,391.68352246284485,0.005426883697509766,251.53138187527657,399.7032632827759,0.0015900731086730957,241.82565712928772,395.46364361047745,0.9999978542327881
123,252.62443882226944,414.0707221031189,0.07601383328437805,247.939199924469,400.7314100265503,0.0005737841129302979,250.81057369709015,404.90720665454865,0.0014646053314208984
124,247.69040966033936,418.4410252571106,5.728006362915039e-05,1.2556402683258057,142.585275888443,3.1888484954833984e-06,349.7256700992584,174.83771586418152,2.2649765014648438e-06
125,411.48269259929657,415.3309066295624,5.042552947998047e-05,420.02184903249145,405.41953587532043,0.0007460713386535645,429.69438910484314,399.81595730781555,4.470348358154297e-06
126,361.84221935272217,399.2498095035553,6.943941116333008e-06,413.31159806251526,411.2678163051605,4.32133674621582e-06,363.72378531098366,396.13213539123535,1.4901161193847656e-06
127,377.78911089897156,173.76862835884094,5.8710575103759766e-06,1.3015501499176025,141.91920959949493,2.8908252716064453e-06,604.8635569810867,173.17538380622864,1.519918441772461e-06
128,377.78070545196533,173.44018590450287,6.288290023803711e-06,1.3176844120025635,142.1490020751953,2.5033950805664062e-06,380.4017287194729,174.520165681839,1.8775463104248047e-06
129,377.849045753479,173.5844967365265,6.3478946685791016e-06,1.335496187210083,142.0676543712616,2.473592758178711e-06,380.3372555077076,174.51436114311218,1.7583370208740234e-06
130,377.6004521846771,173.3334355354309,6.16908073425293e-06,1.246229887008667,142.14160013198853,2.2351741790771484e-06,380.5699120759964,174.46765637397766,1.817941665649414e-06
131,377.57286643981934,173.446906208992,5.543231964111328e-06,1.1127045154571533,142.14823150634766,2.384185791015625e-06,380.5674632191658,174.42070198059082,1.6689300537109375e-06
132,376.88352060317993,172.76528942584991,6.5267086029052734e-06,1.1578648090362549,142.10173845291138,3.725290298461914e-06,380.99457144737244,174.1377522945404,2.175569534301758e-06
133,377.0684769153595,172.61714506149292,6.377696990966797e-06,1.0879490375518799,142.22497057914734,3.635883331298828e-06,381.0703296661377,174.2385449409485,2.175569534301758e-06
134,377.1650640964508,172.65391272306442,4.678964614868164e-06,1.17911958694458,142.43106603622437,3.725290298461914e-06,381.0182331800461,174.1142134666443,1.4901161193847656e-06
135,282.2784581184387,349.096183180809,5.245208740234375e-06,0.989173173904419,142.41040587425232,3.6954879760742188e-06,604.9483175873756,173.16979813575745,2.0563602447509766e-06
136,282.32207131385803,349.33428180217743,3.7848949432373047e-06,1.1128263473510742,142.41417002677917,2.8908252716064453e-06,604.9409881830215,172.98383855819702,1.9371509552001953e-06
137,633.6343371868134,175.01908469200134,4.589557647705078e-06,1.05324125289917,142.2273998260498,2.652406692504883e-06,605.0219066143036,173.12592434883118,2.4139881134033203e-06
138,280.23317289352417,395.8759098649025,9.864568710327148e-06,282.17993354797363,399.5022020339966,2.4437904357910156e-06,282.5281915664673,396.33756297826767,3.814697265625e-06
139,267.77966526150703,414.5693418979645,0.00017622113227844238,267.3699714541435,412.3324065208435,5.9992074966430664e-05,269.61029970645905,410.34970700740814,0.00037977099418640137
140,283.72670567035675,411.55641213059425,0.00016701221466064453,281.8397297859192,412.7590454816818,4.8279762268066406e-05,282.3836342096329,410.0433803796768,0.00046521425247192383
141,282.60922610759735,349.4187161922455,5.513429641723633e-06,1.2647461891174316,142.02427983283997,2.9206275939941406e-06,300.4511134624481,412.2744514644146,2.4139881134033203e-06
142,265.4599530696869,394.7966355085373,4.1425228118896484e-06,1.2143137454986572,141.9443155527115,2.682209014892578e-06,605.014420747757,173.1718226671219,1.8775463104248047e-06
143,363.4649575948715,399.8028817176819,6.020069122314453e-06,1.2496662139892578,142.0977644920349,2.7418136596679688e-06,605.11785364151,173.17205142974854,1.519918441772461e-06
144,187.905447691679,145.04757690429688,2.0295381546020508e-05,0.673825740814209,143.65217518806458,3.159046173095703e-06,604.7776176333427,173.4191154241562,1.7583370208740234e-06
145,187.7784451842308,144.40013790130615,7.4803829193115234e-06,0.9268879890441895,142.52694058418274,5.036592483520508e-06,604.742308318615,173.25778532028198,1.519918441772461e-06
146,377.28718996047974,172.54485094547272,4.798173904418945e-06,0.7865376472473145,142.8211419582367,4.172325134277344e-06,380.9930522441864,174.4182665348053,1.5795230865478516e-06
147,377.14713311195374,172.79420673847198,4.380941390991211e-06,0.7669932842254639,142.93729853630066,3.516674041748047e-06,605.0280876159668,173.04209196567535,1.5795230865478516e-06
148,377.1135764122009,172.6118575334549,3.993511199951172e-06,1.080761432647705,142.97345185279846,3.844499588012695e-06,605.1155034303665,173.015540599823,1.5497207641601562e-06
149,266.34973084926605,396.3791788816452,4.26173210144043e-06,0.825145959854126,142.69937992095947,3.2782554626464844e-06,605.0403318405151,173.11858201026917,1.996755599975586e-06
150,266.45097303390503,396.38642808794975,3.725290298461914e-06,1.0824837684631348,142.73215746879578,2.4139881134033203e-06,605.0212285518646,173.069198012352,2.0265579223632812e-06
151,266.5606496334076,396.31263068318367,4.112720489501953e-06,0.9792385101318359,142.6584711074829,2.3543834686279297e-06,604.8483026623726,173.18559432029724,1.6093254089355469e-06
152,266.4811509847641,396.41391295194626,4.023313522338867e-06,0.36275148391723633,125.75843679904938,2.3543834686279297e-06,605.0018398761749,173.22448921203613,2.1457672119140625e-06
153,599.957145690918,172.58558744192123,5.304813385009766e-06,1.26031494140625,142.31907773017883,2.8908252716064453e-06,604.9274768829346,172.98886650800705,3.337860107421875e-06
154,137.23474597930908,401.7964925765991,1.665949821472168e-05,1.2389051914215088,141.92764401435852,3.069639205932617e-06,605.0223163366318,173.2427033185959,2.384185791015625e-06
155,200.21415519714355,416.05182361602783,5.185604095458984e-06,1.2863926887512207,142.00079655647278,2.771615982055664e-06,605.0955404043198,173.2430990934372,2.592802047729492e-06
156,188.5685317516327,144.3509840965271,1.7851591110229492e-05,1.0580127239227295,142.58568000793457,3.129243850708008e-06,381.3168178796768,174.69699931144714,1.7583370208740234e-06
157,188.60155248641968,144.49804973602295,2.09808349609375e-05,1.1996450424194336,142.59850645065308,2.950429916381836e-06,363.43618100881577,395.2306268811226,1.3709068298339844e-06
158,188.71636980772018,144.56236457824707,9.566545486450195e-06,0.9798707962036133,142.62408781051636,2.2649765014648438e-06,301.72489047050476,156.32338199019432,1.3709068298339844e-06
159,187.46543377637863,144.24501657485962,1.2069940567016602e-05,1.1476504802703857,142.18285202980042,2.592802047729492e-06,604.9472123384476,173.1633267402649,1.2814998626708984e-06
160,187.5381971001625,144.42452192306519,9.08970832824707e-06,1.2680630683898926,142.52412700653076,2.9802322387695312e-06,604.9469801783562,173.08942902088165,1.4007091522216797e-06
161,106.4794932603836,296.2969958782196,1.3530254364013672e-05,1.278076410293579,142.38022017478943,3.039836883544922e-06,605.0014241933823,173.2809488773346,2.3245811462402344e-06
162,234.20879006385803,416.91390323638916,2.7388334274291992e-05,1.2617356777191162,142.30534744262695,3.248453140258789e-06,218.46443891525269,398.1789126396179,3.4868717193603516e-06
163,107.29854106903076,297.08431363105774,1.856684684753418e-05,1.3390486240386963,142.40734219551086,2.592802047729492e-06,604.9930602908134,173.14678847789764,2.0265579223632812e-06
