scorer,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000,DeepCut_resnet50_Project2Jul8shuffle1_125000
bodyparts,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist,hand,hand,hand
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
30,493.0246887207031,329.0868339538574,0.001323103904724121,499.34149128198624,325.3557471036911,0.040343642234802246,491.93470437824726,318.41186237335205,0.9932657480239868,517.7021497488022,323.7914121747017,0.8470401763916016
31,493.5818475484848,315.8396673053503,0.0012513995170593262,521.8891656398773,335.4247715473175,0.02231729030609131,490.89215648174286,316.224228143692,0.9946482181549072,517.7823303937912,321.9901566505432,0.9721517562866211
32,493.10004329681396,315.4697103500366,0.0008481740951538086,520.8231475353241,333.40528631210327,0.023212790489196777,491.4601973295212,312.8215227127075,0.9815815687179565,520.5720386505127,317.39507043361664,0.9625316262245178
33,493.0798405408859,315.5797043144703,0.0008058547973632812,520.9234910011292,333.4805837869644,0.02615639567375183,491.3135475516319,312.7496247291565,0.9804117679595947,520.8511681556702,317.252214550972,0.9412585496902466
34,522.0107256174088,330.32997465133667,0.0005963742733001709,521.688271522522,327.1615238189697,0.06664720177650452,489.92896485328674,310.0975902080536,0.9863593578338623,520.1893472671509,314.4908376932144,0.9364128112792969
35,491.2376660704613,301.2695552110672,0.0011549592018127441,521.2006220817566,324.96639835834503,0.0686502456665039,491.2627524137497,307.4581089615822,0.9994369149208069,518.8615543842316,312.3777439594269,0.858350396156311
36,493.85887348651886,299.864744246006,0.0023649632930755615,523.7971400916576,316.35636311769485,0.005581527948379517,491.49556159973145,301.1070017814636,0.9994914531707764,522.9233740568161,302.55798625946045,0.974844217300415
37,521.8572487831116,298.5197229385376,0.0018900036811828613,522.5664373636246,316.1937715560198,0.026234567165374756,490.81930708885193,295.8374090194702,0.9993432760238647,520.4032702445984,298.0451235771179,0.9568650722503662
38,492.2124362885952,285.2667294740677,0.0017886459827423096,520.710480928421,310.1459438800812,0.025640636682510376,490.8521271944046,292.99400049448013,0.999677300453186,522.2360998392105,296.0384340286255,0.9953091144561768
39,492.93675607442856,284.7594276666641,0.004079759120941162,520.5931363105774,308.3858068883419,0.038880616426467896,491.7574974298477,290.0783805847168,0.9995070695877075,522.5876120328903,293.46130788326263,0.9989489316940308
40,493.85890853405,283.8353347480297,0.005367070436477661,488.2812132835388,285.3195654153824,0.010163694620132446,492.3412183523178,286.54722690582275,0.9985753297805786,522.1386661529541,291.58645486831665,0.9974095225334167
41,493.017346739769,283.0624079108238,0.004350215196609497,488.1341519355774,285.04847478866577,0.05696013569831848,490.9906892776489,284.7183864712715,0.998261034488678,524.3163194358349,286.1143970489502,0.9977385997772217
42,491.2401696443558,282.78955018520355,0.0022732913494110107,485.05399572849274,282.9864488840103,0.08018901944160461,486.0904643535614,281.03854537010193,0.9960840940475464,521.7487616539001,282.5431430339813,0.9922130107879639
43,491.8461844474077,282.17666804790497,0.0020033717155456543,486.2229971885681,281.2458670139313,0.05841296911239624,487.1730499267578,279.1395456790924,0.9953008890151978,525.4983214139938,277.7982850074768,0.9960941076278687
44,491.7836469113827,282.1416314840317,0.0019028186798095703,485.8822098970413,281.2434995174408,0.08008947968482971,486.79993414878845,279.28007650375366,0.9947524070739746,525.2490383386612,277.5913305282593,0.9972782731056213
45,484.2899104952812,269.4634014368057,0.0010169744491577148,485.7180503606796,276.76750683784485,0.014132082462310791,485.905460357666,274.41490650177,0.9989299774169922,525.4878753423691,271.04120349884033,0.9958899021148682
46,522.9759993553162,266.1156595945358,0.0007688999176025391,522.8697620630264,278.888281583786,0.003615766763687134,485.516969203949,270.3945827484131,0.9990410804748535,526.9660248756409,265.978972196579,0.9952929019927979
47,522.8555468320847,265.9544026851654,0.0004140138626098633,523.6166032552719,276.77727895975113,0.014411747455596924,487.6350166797638,265.597172498703,0.9675465822219849,527.1645913124084,260.54111486673355,0.9979605674743652
48,522.9234598875046,248.2387936115265,0.002766519784927368,523.8635083734989,254.08755922317505,0.0030376017093658447,486.73056530952454,251.37938344478607,0.9279525279998779,528.6771771907806,252.4110183119774,0.9994702339172363
49,523.3457570672035,249.6736180782318,0.002247631549835205,523.6581332981586,254.2735493183136,0.005135893821716309,486.01974153518677,250.20432901382446,0.9939889311790466,526.759443283081,247.48731327056885,0.9993412494659424
50,523.479489326477,249.81190872192383,0.0009138882160186768,523.9061861485243,254.2320156097412,0.0067223310470581055,480.7737317085266,244.957406103611,0.9828843474388123,526.5093312263489,242.95459461212158,0.9988946914672852
51,540.9374697208405,284.2998223602772,0.0006068944931030273,210.55728220939636,160.92892408370972,0.0012497007846832275,483.523471146822,242.73281967639923,0.7797453999519348,525.1679595708847,238.78673648834229,0.9747810363769531
52,540.0315624549985,282.140944480896,0.00040346384048461914,211.2579934000969,160.97989225387573,0.0011955201625823975,635.394389808178,134.00055360794067,0.31551480293273926,523.9667877629399,233.7442855834961,0.8757038116455078
53,524.9677994847298,236.9928629398346,0.0003272593021392822,524.6715930700302,240.51360511779785,0.0009445548057556152,635.1876820325851,134.35917115211487,0.3374013304710388,522.7819519042969,229.42644500732422,0.9460221529006958
54,521.4883074760437,221.65628468990326,0.0001823902130126953,210.7404865026474,160.57366704940796,0.00176316499710083,635.3906376957893,133.86136889457703,0.32651638984680176,517.494643330574,226.40212273597717,0.9980719089508057
55,521.4385447502136,221.62580382823944,0.00021702051162719727,210.78146958351135,160.58635330200195,0.0017803311347961426,635.3820091485977,133.86540842056274,0.32978594303131104,518.1889882087708,226.61887526512146,0.9990081191062927
56,635.7240003049374,127.81838989257812,0.00012478232383728027,210.9383738040924,161.1043300628662,0.002867788076400757,635.9642652571201,133.80570459365845,0.21786895394325256,516.2688320577145,219.59630423784256,0.610373318195343
57,509.9657977819443,211.4543172121048,0.0001919865608215332,210.9217267036438,161.3924765586853,0.0022282004356384277,635.3542869091034,134.12072467803955,0.2762269377708435,515.9302041530609,216.6585612297058,0.8730502128601074
58,507.4216735959053,205.49926805496216,0.0005301833152770996,210.58645701408386,161.98440504074097,0.012641191482543945,631.4545767307281,135.26833820343018,0.327836811542511,513.8691742420197,214.75963807106018,0.9889427423477173
59,520.6316299438477,205.48435628414154,0.0010584592819213867,387.08587431907654,259.2035787701607,0.01119956374168396,635.1802022457123,134.27114367485046,0.36914098262786865,514.4893044233322,210.78585135936737,0.984931230545044
60,507.13885909318924,205.0184338092804,0.0016553103923797607,392.3290774822235,253.56467998027802,0.519221305847168,637.8267403841019,133.82319128513336,0.4563160538673401,508.53467720746994,208.68384051322937,0.7739839553833008
61,506.68211603164673,204.85164272785187,0.0027674436569213867,390.7879343032837,252.20178104937077,0.6412744522094727,471.5099527835846,215.91673135757446,0.39935556054115295,504.99741649627686,204.6073803305626,0.9523617029190063
62,507.26135897636414,204.452954351902,0.001721709966659546,388.85618782043457,251.78062172234058,0.4883788228034973,470.19400668144226,214.1953158378601,0.6144315600395203,506.1326810121536,203.90078078955412,0.9492130279541016
63,508.15375666320324,204.87658423185349,0.0013855695724487305,385.2761437892914,252.51513075828552,0.5048739910125732,468.39668211340904,213.26811695098877,0.3981590270996094,505.2684965133667,202.02790522575378,0.8816709518432617
64,508.4735629558563,205.0496701002121,0.0014265179634094238,383.2205853462219,252.287088483572,0.44775110483169556,468.113632440567,211.72121167182922,0.3815981149673462,507.3741540312767,197.00684094429016,0.5883340835571289
65,508.445596575737,204.80164897441864,0.0013393163681030273,382.50188636779785,252.50143015384674,0.2239013910293579,468.00766884256154,211.9054793715477,0.47598206996917725,507.5016545653343,196.6901280283928,0.7222181558609009
66,376.86182737350464,250.70896017551422,0.0018352866172790527,374.5108962059021,252.1260383427143,0.16026344895362854,468.6807287335396,211.93875681981444,0.5985730290412903,507.31054627895355,195.38534879684448,0.9087276458740234
67,376.34118127822876,250.76128435134888,0.0021345913410186768,372.3854732513428,251.094444334507,0.05794525146484375,635.7957219481468,134.16356015205383,0.39614394307136536,507.2052724957466,192.84038043022156,0.9520888924598694
68,376.07617354393005,250.6734836101532,0.0020423531532287598,371.8369215130806,249.8669629096985,0.13350799679756165,370.22845685482025,250.59411573410034,0.4113318920135498,508.2803010046482,190.88443112373352,0.9730098843574524
69,506.06300389766693,188.93332135677338,0.003107905387878418,371.67985528707504,248.8329906463623,0.24402377009391785,469.4053223133087,205.71094930171967,0.7816364169120789,506.98485350608826,189.4026139974594,0.9939253330230713
70,365.8343206644058,249.60655784606934,0.00316619873046875,370.028236746788,248.60717487335205,0.05414319038391113,467.6720844209194,203.53309154510498,0.9170647859573364,502.8723175525665,188.40039119124413,0.9909262657165527
71,507.05473536252975,189.12277936935425,0.002560913562774658,368.83278131484985,248.50623273849487,0.09106719493865967,467.98907654266804,201.85667943954468,0.903731107711792,500.6267930865288,186.91954708099365,0.9901853799819946
72,362.5709409713745,249.00942397117615,0.0015035569667816162,361.1208481788635,247.32100200653076,0.31336063146591187,463.23844599723816,194.8785388469696,0.7019422054290771,498.6417199373245,179.30860769748688,0.9525755643844604
73,362.36090326309204,248.70077228546143,0.0011050701141357422,358.6363425254822,246.22478532791138,0.12838894128799438,637.652792096138,133.7984904050827,0.25885292887687683,497.8882989883423,176.40072011947632,0.8653212189674377
74,491.5472310781479,171.65114471316338,0.0017608702182769775,357.08821523189545,244.9265152812004,0.2484775185585022,636.4999229311943,134.4842278957367,0.19251573085784912,493.7704198360443,174.5868821144104,0.9805217981338501
75,491.24299025535583,171.55150735378265,0.004014045000076294,356.44757503271103,243.0103964805603,0.5176919102668762,454.702702999115,186.98678123950958,0.8269785046577454,493.315309882164,171.66436770558357,0.9941825866699219
76,491.1089149713516,171.4131623506546,0.003948837518692017,356.34167540073395,242.99878442287445,0.4609225392341614,454.452330827713,187.06902557611465,0.8109153509140015,493.6808522939682,171.53316554427147,0.9950681328773499
77,490.93009400367737,172.0712881833315,0.0025268495082855225,354.61614060401917,241.01506328582764,0.28599876165390015,450.5104719400406,186.9355252981186,0.9941323399543762,491.57323575019836,168.27835845947266,0.9507622718811035
78,350.5057706832886,235.40002572536469,0.0016934871673583984,354.2602878808975,239.71697568893433,0.38153964281082153,448.7067017555237,184.5705761909485,0.9348721504211426,487.5022940635681,164.31069427728653,0.972595751285553
79,349.58130502700806,235.74683490395546,0.0016066431999206543,352.904009103775,237.58859407901764,0.07659170031547546,447.45654010772705,183.56504344940186,0.7424079179763794,486.07123041152954,162.39061331748962,0.9512513279914856
80,347.6454396247864,234.75396502017975,0.0033214986324310303,348.6583061814308,237.94256114959717,0.35820677876472473,443.27963840961456,181.56673765182495,0.9194095134735107,482.8231848478317,158.34200310707092,0.9784079790115356
81,346.948034286499,233.3442234992981,0.002787262201309204,346.0471053123474,235.19953459501266,0.12810611724853516,439.19936442375183,179.9672089703381,0.8399441242218018,478.77285957336426,157.82360744476318,0.863801896572113
82,345.33758640289307,233.64936089515686,0.0010437071323394775,341.9998457431793,234.78333497047424,0.03373345732688904,438.20020937919617,176.60809564590454,0.9440469145774841,479.4038209915161,150.9344458580017,0.2821195125579834
83,345.659982919693,233.62769746780396,0.0013768672943115234,343.33095264434814,233.32571578025818,0.09877130389213562,438.02531838417053,173.43503606319427,0.9404916763305664,481.7537591457367,142.78441643714905,0.8055062890052795
84,431.2776265144348,170.87426483631134,0.0016607046127319336,343.89983797073364,231.73367595672607,0.16851940751075745,434.75552225112915,169.60443544387817,0.9853606224060059,471.28126859664917,142.3031849861145,0.66239333152771
85,430.72140288352966,170.32020926475525,0.0020726919174194336,343.3528072834015,232.04066348075867,0.26628410816192627,433.18979120254517,168.40741205215454,0.8885774612426758,468.3412173986435,144.49182176589966,0.4617301821708679
86,430.01180720329285,170.2005466222763,0.0035380423069000244,343.2556645870209,232.14710760116577,0.2391560673713684,432.31811690330505,167.93017101287842,0.926969587802887,468.65712374448776,141.15949714183807,0.6724027991294861
87,429.9753886461258,170.14822459220886,0.0036861002445220947,343.17638087272644,232.4080696105957,0.2643851339817047,432.3102753162384,167.76627039909363,0.9332003593444824,468.4165025651455,141.1255693435669,0.6755192279815674
88,429.5527676343918,170.0913336277008,0.004724323749542236,343.72847962379456,232.27514028549194,0.3215087056159973,432.3900842666626,168.0711317062378,0.9022645950317383,469.9228081703186,138.47675120830536,0.7816355228424072
89,430.0644636154175,170.12712848186493,0.003912180662155151,344.75015330314636,231.00707507133484,0.3490130305290222,432.2414221763611,167.74282884597778,0.8942701816558838,469.6466705799103,140.4748020172119,0.6920961141586304
90,430.5137689113617,170.67988574504852,0.002611011266708374,345.7151348590851,231.59949207305908,0.36814576387405396,433.8503212928772,169.48605108261108,0.9578608274459839,469.18712639808655,144.000257730484,0.8709506392478943
91,346.5059732198715,233.50445246696472,0.0015914440155029297,344.9154863357544,233.0423548221588,0.15926697850227356,435.7765464782715,170.83901524543762,0.9859952926635742,471.2702760696411,145.34203457832336,0.8966538906097412
92,346.36193215847015,233.3483419418335,0.0014359056949615479,344.7290458679199,232.94389152526855,0.06508919596672058,438.25964403152466,171.60104349255562,0.961148738861084,476.24260327219963,145.60401558876038,0.981088399887085
93,347.74019491672516,233.70667219161987,0.0016658604145050049,347.588866263628,234.47801268100739,0.051822543144226074,438.6874403953552,174.35489463806152,0.841253399848938,478.7548944950104,150.7370572090149,0.911880612373352
94,349.54754531383514,235.3085382580757,0.0015760362148284912,353.3267319202423,237.1339911222458,0.18588736653327942,438.76138257980347,179.70271199941635,0.9578052163124084,481.8796181678772,155.7572534531355,0.7670931816101074
95,350.52989172935486,235.71144998073578,0.0009325146675109863,354.47964775562286,239.8063726425171,0.12484559416770935,446.6321156024933,182.1612982749939,0.8452818393707275,485.15018808841705,157.15429782867432,0.7947494983673096
96,490.519385099411,172.56859070062637,0.0024382174015045166,357.49554467201233,243.55930066108704,0.6655862331390381,454.03186559677124,188.19458174705505,0.9545979499816895,490.848739027977,172.90900760889053,0.9843658208847046
97,490.6676194667816,172.4421265423298,0.0025215446949005127,357.6381422281265,243.53812098503113,0.6598496437072754,453.86066377162933,188.04854264110327,0.9639022350311279,490.89978647232056,172.8408471941948,0.9828438758850098
98,492.60801589488983,171.36667615175247,0.002468883991241455,359.16177701950073,247.0520634651184,0.4724762737751007,638.1218976974487,134.1283986568451,0.3778611421585083,496.10110306739807,172.21450679004192,0.9965003728866577
99,364.00547759234905,248.67345809936523,0.0022791922092437744,364.8723775148392,246.33255100250244,0.49621060490608215,464.63576459884644,197.08403980731964,0.9081686735153198,499.4188768863678,179.62293967604637,0.5706539750099182
100,507.72235640883446,188.3573386669159,0.002381235361099243,371.085586309433,248.05601835250854,0.13252627849578857,465.77666878700256,203.14526969194412,0.8901749849319458,505.1803698539734,185.9029676914215,0.8696337938308716
101,375.46741008758545,250.7890055179596,0.0016707181930541992,372.4825088083744,249.79665112495422,0.10811489820480347,638.7589497566223,133.930095911026,0.20652946829795837,510.5082106590271,189.875643491745,0.9611694812774658
102,376.7310197353363,251.87873098999262,0.0015523731708526611,374.86123180389404,253.71969783306122,0.03354984521865845,373.2397680282593,255.19699215888977,0.35768288373947144,507.9702198654413,202.00814163684845,0.6058372259140015
103,508.44914573431015,204.9103530049324,0.0006051361560821533,386.2465192079544,252.34068724513054,0.19174334406852722,636.2289596050978,134.05721998214722,0.2888822555541992,511.51495122909546,209.51331543922424,0.7341306209564209
104,390.9278345108032,252.02110505476594,0.0005082190036773682,389.3239459991455,256.4716761112213,0.3262132406234741,635.5462916493416,134.42752957344055,0.34046387672424316,516.414799451828,211.51357445120811,0.9783766269683838
105,522.2082637548447,221.18578827381134,0.00032842159271240234,386.43795120716095,259.7944240421057,0.0007559061050415039,636.3937430083752,134.59316277503967,0.24874690175056458,518.1714398860931,217.14461946487427,0.9844821095466614
106,522.0005133152008,221.02266144752502,0.0012296438217163086,522.0183223485947,221.85694098472595,0.0016188323497772217,637.3604009151459,134.3748288154602,0.24613496661186218,517.7572853565216,223.15735054016113,0.9934442043304443
107,638.2860562801361,136.28159141540527,0.0001264512538909912,636.53965061903,133.55533063411713,0.0005232095718383789,636.6665081977844,134.28917479515076,0.34676891565322876,524.0909681543708,228.4226892888546,0.9521424174308777
108,522.9905060529709,238.55219316482544,0.00010824203491210938,211.63063713908195,161.694917678833,0.0007457137107849121,639.0448796749115,133.57311940193176,0.24360212683677673,527.172435760498,232.8875756263733,0.6055667996406555
109,492.68614196777344,250.5242567062378,0.00012102723121643066,403.48833960294724,276.1822930276394,0.055498480796813965,487.19585943222046,247.9651484489441,0.8838752508163452,525.8909734487534,241.9580442905426,0.9621865153312683
110,522.5633413791656,250.33172631263733,0.001005023717880249,523.4500613212585,254.92948985099792,0.001880347728729248,488.7955017089844,252.565544962883,0.9900809526443481,529.6598703861237,246.13134288787842,0.9924312829971313
111,493.6404972076416,266.66715252399445,0.0006493926048278809,529.7910676002502,277.4450112581253,0.042564213275909424,493.8096821308136,261.33888483047485,0.9752477407455444,529.1566097736359,256.6176950931549,0.9888441562652588
112,493.45742416381836,268.3825454711914,0.0015898346900939941,361.4710154533386,285.57477927207947,0.004117250442504883,494.2423815727234,266.93785059452057,0.982215404510498,534.2733337879181,259.78316946327686,0.9981796741485596
113,494.2853481769562,282.8086167573929,0.0007799267768859863,534.2587287425995,292.3929234147072,0.16613122820854187,495.416081905365,275.7202687263489,0.9947229027748108,533.6463886499405,272.01150250434875,0.9961511492729187
114,493.24510741233826,282.91012597084045,0.0020477771759033203,490.07461977005005,282.770830988884,0.1895676553249359,495.4971294403076,280.908456325531,0.9860571622848511,536.4931211471558,275.8182101994753,0.9988243579864502
115,495.96446466445923,285.2976657152176,0.0012727975845336914,533.3408180475235,305.6387357711792,0.05879408121109009,500.45840287208557,287.91247367858887,0.999086856842041,538.4322514533997,283.9450476318598,0.9747259616851807
116,495.33299255371094,292.14556419849396,0.004075586795806885,536.7748908996582,307.4085644483566,0.26607805490493774,500.6941646337509,294.4093096256256,0.9997332096099854,539.2924190759659,291.52663818001747,0.9932867288589478
117,495.43213534355164,299.8197714984417,0.0027120113372802734,501.2847318649292,300.35025572776794,0.017309993505477905,499.6495299041271,298.47608494758606,0.9998215436935425,538.1813979148865,296.428484916687,0.9948347806930542
118,507.10055565834045,301.85519087314606,0.0017016828060150146,537.6666288375854,321.06793665885925,0.1634535789489746,501.0755797624588,305.2969605922699,0.999750554561615,537.7588684558868,302.35334873199463,0.9953627586364746
119,495.7146372795105,316.19657933712006,0.002214401960372925,538.5439653396606,324.020299391821,0.050871819257736206,499.8464916050434,311.6037504673004,0.9996762275695801,538.7716337442398,306.81730914115906,0.9986414909362793
120,508.3337667584419,315.6675589084625,0.0022151172161102295,539.2124909758568,326.6979150772095,0.038193076848983765,501.5477132797241,315.61301669478416,0.9998160600662231,540.4929930865765,313.5870294570923,0.9972091913223267
121,508.03870098665357,316.599871635437,0.002935260534286499,537.4257214069366,337.04748702049255,0.12208914756774902,502.87394523620605,318.92154574394226,0.9996011257171631,538.8136407136917,319.9693441390991,0.9985141158103943
122,537.9836084842682,330.482368350029,0.002128094434738159,537.365424156189,339.94529562816024,0.05276459455490112,502.88438391685486,324.36686596274376,0.9992352724075317,539.9957417277619,323.7546194046736,0.9997697472572327
123,538.1276531219482,331.83753921091557,0.0028353333473205566,501.8126810789108,331.1389597058296,0.12349796295166016,501.82406306266785,328.7198829650879,0.9970218539237976,539.902826026082,330.14012813568115,0.99025958776474
